200 833 35160
5 170 158.869 236.711
6 170 149.908 236.528
5 174 443.602 195.721
6 174 449.486 193.613
5 179 276.029 179.132
6 179 270.57 171.575
5 198 501.821 233.957
6 198 521.142 233.315
5 202 285.701 101.584
6 202 282.061 86.8936
5 206 395.853 157.93
6 206 399.545 153.935
5 252 550.123 191.212
6 252 560.772 188.954
5 259 417.126 199.747
6 259 423.297 197.189
5 261 593.054 197.781
6 261 607.432 195.558
5 273 586.789 164.932
6 273 598.874 161.531
5 280 295.39 226.668
6 280 293.062 225.407
5 286 462.367 152.294
6 286 473.458 145.461
5 290 354.599 178.501
6 290 356.846 174.507
5 313 364.015 60.1527
6 313 368.926 40.0829
5 315 83.6224 198.597
6 315 61.0595 194.645
5 316 392.013 171.271
6 316 396.191 167.283
5 319 381.447 125.582
6 319 388.048 113.29
5 325 211.439 208.741
6 325 204.552 206.759
5 327 556.336 199.486
6 327 576.105 196.097
5 343 94.7874 223.641
6 343 80.0682 222.572
5 353 227.279 168.235
6 353 219.942 162.557
5 373 462.601 237.664
6 373 468.787 237.563
5 396 197.45 155.085
6 396 190.334 150.155
5 398 479.139 200.959
6 398 507.456 194.012
5 403 386.96 224.58
6 403 389.778 223.931
5 446 595.583 145.362
6 446 613.442 139.229
5 448 326.734 195.879
6 448 327.439 191.261
5 463 517.892 67.6781
6 463 538.918 49.3692
5 469 426.303 65.1629
6 469 442.534 38.4677
5 482 584.534 212.664
6 482 598.003 211.272
5 498 575.926 212.213
6 498 586.774 211.035
5 509 492.84 209.88
6 509 500.941 208.468
5 521 101.588 192.805
6 521 91.4397 190.612
5 532 539.445 153.957
6 532 563.579 144.494
5 533 353.622 178.473
6 533 355.229 175.533
5 571 471.737 157.478
6 571 479.348 153.339
5 573 345.12 79.3827
6 573 348.714 56.4042
5 581 102.974 239.42
6 581 86.711 239.376
5 588 335.909 230.882
6 588 336.813 230.363
5 629 456.982 159.931
6 629 466.684 154.26
5 646 346.384 224.164
6 646 347.753 223.342
5 667 245.226 77.1473
6 667 229.742 43.4242
5 681 370.037 200.235
6 681 373.183 197.735
5 697 430.084 195.755
6 697 436.766 193.07
5 709 442.117 205.25
6 709 451.229 202.657
5 717 79.2818 170.754
6 717 64.9432 166.629
5 731 603.193 223.536
6 731 621.924 222.447
5 771 355.372 224.034
6 771 357.442 223.1
5 777 411.876 94.4637
6 777 434.445 58.7121
5 804 178.841 202.928
6 804 169.327 200.429
5 815 452.862 60.9238
6 815 469.449 38.5667
5 837 249.128 135.0
6 837 244.701 128.441
5 846 173.055 231.611
6 846 164.659 231.131
5 866 199.826 184.625
6 866 194.535 182.187
5 867 296.186 190.105
6 867 293.262 183.979
5 872 43.1154 165.744
6 872 31.1159 162.526
5 882 446.45 177.892
6 882 458.191 172.125
5 885 484.159 131.662
6 885 495.634 124.09
5 886 203.834 163.258
6 886 195.741 157.911
5 892 326.727 165.402
6 892 327.038 161.948
5 898 271.089 234.24
6 898 268.657 233.953
5 905 73.7482 96.7558
6 905 49.1268 82.4336
5 910 61.5937 147.935
6 910 31.7436 137.3
5 911 179.579 196.418
6 911 173.26 194.457
5 920 189.818 208.222
6 920 183.026 206.564
5 926 220.579 228.095
6 926 216.195 227.57
5 928 234.697 184.556
6 928 227.917 180.15
5 935 517.008 228.386
6 935 527.113 227.79
5 939 250.564 204.792
6 939 246.407 202.684
5 963 294.107 173.982
6 963 291.559 167.485
5 971 350.184 178.39
6 971 353.342 171.943
5 989 135.041 234.878
6 989 108.547 234.144
6 3 296.067 191.692
7 3 294.815 189.165
6 17 296.23 30.2547
7 17 292.878 0.678595
6 35 577.9 207.776
7 35 594.307 205.726
6 42 295.003 148.386
7 42 292.932 140.795
6 44 71.82 98.4607
7 44 30.8335 75.0858
6 45 472.221 233.279
7 45 480.371 232.919
6 49 208.803 165.498
7 49 203.631 162.033
6 54 519.553 178.896
7 54 531.137 175.348
6 57 456.127 129.016
7 57 477.096 111.921
6 59 488.656 209.724
7 59 499.431 207.789
6 61 52.9836 145.123
7 61 37.9032 139.764
6 62 624.312 202.918
7 62 637.571 201.302
6 64 267.008 171.145
7 64 260.994 163.331
6 71 117.376 170.079
7 71 108.671 167.076
6 75 206.377 211.683
7 75 201.402 210.443
6 82 186.701 173.771
7 82 180.723 170.801
6 84 497.487 151.662
7 84 510.021 145.424
6 115 259.85 161.674
7 115 256.367 157.139
6 120 216.159 176.382
7 120 210.376 172.839
6 134 79.7749 152.337
7 134 63.5894 146.431
6 135 35.8504 205.422
7 135 23.7576 203.951
6 140 141.153 181.617
7 140 131.323 178.408
6 152 602.325 139.872
7 152 619.347 133.835
6 161 38.4345 152.514
7 161 21.1455 147.142
6 169 125.473 114.538
7 169 85.9809 89.0667
6 170 149.908 236.528
7 170 139.891 236.324
6 174 449.486 193.613
7 174 455.958 191.294
6 179 270.57 171.575
7 179 263.563 161.875
6 198 521.142 233.315
7 198 545.059 232.52
6 202 282.061 86.8936
7 202 277.557 68.7148
6 204 611.563 225.688
7 204 624.093 225.073
6 206 399.545 153.935
7 206 403.616 149.53
6 252 560.772 188.954
7 252 572.454 186.477
6 259 423.297 197.189
7 259 430.307 194.284
6 261 607.432 195.558
7 261 623.408 193.088
6 273 598.874 161.531
7 273 612.105 157.808
6 276 241.073 239.68
7 276 237.661 239.667
6 280 293.062 225.407
7 280 290.247 223.882
6 286 473.458 145.461
7 286 486.424 137.474
6 290 356.846 174.507
7 290 359.405 169.958
6 313 368.926 40.0829
7 313 375.072 14.9711
6 315 61.0595 194.645
7 315 33.7346 189.859
6 316 396.191 167.283
7 316 400.884 162.804
6 319 388.048 113.29
7 319 396.239 98.038
6 325 204.552 206.759
7 325 196.733 204.507
6 327 576.105 196.097
7 327 599.482 192.09
6 343 80.0682 222.572
7 343 63.2905 221.353
6 353 219.942 162.557
7 353 211.345 155.903
6 373 468.787 237.563
7 373 475.534 237.453
6 396 190.334 150.155
7 396 182.341 144.616
6 398 507.456 194.012
7 398 548.031 184.057
6 403 389.778 223.931
7 403 392.844 223.225
6 446 613.442 139.229
7 446 633.776 132.246
6 448 327.439 191.261
7 448 328.309 185.563
6 463 538.918 49.3692
7 463 564.943 26.7072
6 469 442.534 38.4677
7 469 464.615 2.15165
6 482 598.003 211.272
7 482 612.918 209.731
6 498 586.774 211.035
7 498 598.582 209.753
6 509 500.941 208.468
7 509 509.838 206.918
6 521 91.4397 190.612
7 521 80.3027 188.206
6 532 563.579 144.494
7 532 593.677 132.693
6 533 355.229 175.533
7 533 356.997 172.298
6 571 479.348 153.339
7 571 487.763 148.763
6 573 348.714 56.4042
7 573 353.508 25.7531
6 581 86.711 239.376
7 581 67.8135 239.326
6 588 336.813 230.363
7 588 337.827 229.782
6 629 466.684 154.26
7 629 477.865 147.724
6 646 347.753 223.342
7 646 349.271 222.431
6 681 373.183 197.735
7 681 376.751 194.899
6 697 436.766 193.07
7 697 444.312 190.037
6 709 451.229 202.657
7 709 461.811 199.646
6 717 64.9432 166.629
7 717 48.7883 161.982
6 768 365.957 205.351
7 768 367.912 203.877
6 771 357.442 223.1
7 771 359.769 222.049
6 804 169.327 200.429
7 804 158.438 197.57
6 815 469.449 38.5667
7 815 490.769 9.83067
6 837 244.701 128.441
7 837 239.685 121.009
6 846 164.659 231.131
7 846 155.245 230.594
6 866 194.535 182.187
7 866 188.758 179.525
6 867 293.262 183.979
7 867 289.52 176.137
6 872 31.1159 162.526
7 872 18.0292 159.016
6 882 458.191 172.125
7 882 472.334 165.178
6 885 495.634 124.09
7 885 508.834 115.378
6 886 195.741 157.911
7 886 186.436 151.764
6 892 327.038 161.948
7 892 327.38 158.158
6 898 268.657 233.953
7 898 265.972 233.637
6 905 49.1268 82.4336
7 905 19.0349 64.9292
6 911 173.26 194.457
7 911 166.345 192.311
6 920 183.026 206.564
7 920 175.486 204.724
6 926 216.195 227.57
7 926 211.405 226.996
6 928 227.917 180.15
7 928 219.967 174.982
6 935 527.113 227.79
7 935 538.311 227.13
6 939 246.407 202.684
7 939 241.721 200.308
6 963 291.559 167.485
7 963 288.454 159.57
6 971 353.342 171.943
7 971 357.239 163.988
6 989 108.547 234.144
7 989 73.195 233.165
7 3 294.815 189.165
8 3 293.424 186.359
7 35 594.307 205.726
8 35 612.943 203.398
7 42 292.932 140.795
8 42 290.486 131.833
7 45 480.371 232.919
8 45 489.442 232.519
7 49 203.631 162.033
8 49 197.955 158.229
7 54 531.137 175.348
8 54 544.15 171.364
7 57 477.096 111.921
8 57 505.7 88.5993
7 59 499.431 207.789
8 59 511.677 205.591
7 61 37.9032 139.764
8 61 21.0174 133.765
7 64 260.994 163.331
8 64 253.439 153.515
7 71 108.671 167.076
8 71 99.1852 163.802
7 75 201.402 210.443
8 75 195.972 209.09
7 82 180.723 170.801
8 82 174.184 167.552
7 84 510.021 145.424
8 84 524.46 138.237
7 115 256.367 157.139
8 115 252.457 152.047
7 120 210.376 172.839
8 120 203.911 168.878
7 134 63.5894 146.431
8 134 45.0653 139.671
7 135 23.7576 203.951
8 135 10.5898 202.348
7 136 27.9378 183.363
8 136 15.4264 180.936
7 140 131.323 178.408
8 140 120.351 174.826
7 152 619.347 133.835
8 152 638.554 127.023
7 161 21.1455 147.142
8 161 1.59444 141.067
7 169 85.9809 89.0667
8 169 26.3681 50.6188
7 170 139.891 236.324
8 170 128.62 236.094
7 174 455.958 191.294
8 174 463.112 188.732
7 179 263.563 161.875
8 179 254.241 148.97
7 198 545.059 232.52
8 198 575.432 231.511
7 202 277.557 68.7148
8 202 271.838 45.6375
7 204 624.093 225.073
8 204 637.75 224.403
7 206 403.616 149.53
8 206 408.125 144.651
7 252 572.454 186.477
8 252 585.327 183.748
7 259 430.307 194.284
8 259 438.337 190.955
7 273 612.105 157.808
8 273 626.654 153.715
7 276 237.661 239.667
8 276 233.941 239.652
7 280 290.247 223.882
8 280 286.776 222.001
7 286 486.424 137.474
8 286 501.783 128.012
7 290 359.405 169.958
8 290 362.346 164.731
7 316 400.884 162.804
8 316 406.194 157.737
7 319 396.239 98.038
8 319 406.671 78.6124
7 325 196.733 204.507
8 325 187.778 201.929
7 327 599.482 192.09
8 327 627.556 187.277
7 340 242.204 172.424
8 340 238.947 169.595
7 343 63.2905 221.353
8 343 43.99 219.951
7 353 211.345 155.903
8 353 201.132 147.998
7 373 475.534 237.453
8 373 482.921 237.332
7 396 182.341 144.616
8 396 173.298 138.35
7 398 548.031 184.057
8 398 611.026 168.603
7 403 392.844 223.225
8 403 396.192 222.454
7 448 328.309 185.563
8 448 329.409 178.356
7 456 268.089 191.957
8 456 265.852 189.887
7 482 612.918 209.731
8 482 629.524 208.015
7 498 598.582 209.753
8 498 611.484 208.353
7 509 509.838 206.918
8 509 519.656 205.207
7 521 80.3027 188.206
8 521 68.0248 185.553
7 532 593.677 132.693
8 532 632.262 117.564
7 533 356.997 172.298
8 533 358.951 168.721
7 571 487.763 148.763
8 571 497.116 143.676
7 581 67.8135 239.326
8 581 45.5846 239.266
7 588 337.827 229.782
8 588 338.971 229.127
7 629 477.865 147.724
8 629 490.891 140.11
7 646 349.271 222.431
8 646 350.965 221.415
7 668 206.564 181.162
8 668 201.639 178.608
7 681 376.751 194.899
8 681 380.832 191.656
7 697 444.312 190.037
8 697 452.901 186.585
7 709 461.811 199.646
8 709 474.248 196.107
7 717 48.7883 161.982
8 717 30.4486 156.707
7 768 367.912 203.877
8 768 370.042 202.271
7 771 359.769 222.049
8 771 362.404 220.86
7 804 158.438 197.57
8 804 145.853 194.265
7 817 209.864 204.086
8 817 205.094 202.531
7 837 239.685 121.009
8 837 233.952 112.515
7 846 155.245 230.594
8 846 144.616 229.987
7 866 188.758 179.525
8 866 182.423 176.606
7 867 289.52 176.137
8 867 284.559 165.743
7 872 18.0292 159.016
8 872 3.70055 155.174
7 882 472.334 165.178
8 882 489.704 156.647
7 885 508.834 115.378
8 885 524.178 105.252
7 886 186.436 151.764
8 886 175.624 144.621
7 892 327.38 158.158
8 892 327.757 153.981
7 898 265.972 233.637
8 898 262.989 233.286
7 911 166.345 192.311
8 911 158.747 189.953
7 920 175.486 204.724
8 920 167.067 202.669
7 926 211.405 226.996
8 926 206.152 226.367
7 928 219.967 174.982
8 928 210.515 168.839
7 935 538.311 227.13
8 935 550.789 226.394
7 939 241.721 200.308
8 939 236.397 197.609
7 963 288.454 159.57
8 963 284.589 149.715
7 971 357.239 163.988
8 971 362.168 153.928
7 989 73.195 233.165
8 989 23.649 231.793
8 0 396.052 199.23
9 0 399.221 197.531
8 3 293.424 186.359
9 3 291.871 183.224
8 35 612.943 203.398
9 35 634.296 200.729
8 42 290.486 131.833
9 42 287.555 121.09
8 45 489.442 232.519
9 45 499.6 232.07
8 49 197.955 158.229
9 49 191.696 154.036
8 54 544.15 171.364
9 54 558.871 166.856
8 57 505.7 88.5993
9 57 547.041 54.8943
8 59 511.677 205.591
9 59 525.716 203.071
8 61 21.0174 133.765
9 61 1.98147 127.001
8 64 253.439 153.515
9 64 243.667 140.817
8 71 99.1852 163.802
9 71 88.8072 160.221
8 75 195.972 209.09
9 75 190.02 207.606
8 82 174.184 167.552
9 82 167.002 163.984
8 84 524.46 138.237
9 84 541.274 129.869
8 115 252.457 152.047
9 115 248.034 146.287
8 120 203.911 168.878
9 120 196.635 164.42
8 134 45.0653 139.671
9 134 23.6563 131.858
8 136 15.4264 180.936
9 136 1.79503 178.293
8 140 120.351 174.826
9 140 108.023 170.802
8 170 128.62 236.094
9 170 115.845 235.833
8 174 463.112 188.732
9 174 471.06 185.885
8 179 254.241 148.97
9 179 241.23 130.96
8 194 486.146 169.545
9 194 493.213 166.548
8 198 575.432 231.511
9 198 615.28 230.186
8 202 271.838 45.6375
9 202 264.339 15.3736
8 206 408.125 144.651
9 206 413.149 139.216
8 217 409.114 172.218
9 217 412.87 169.361
8 224 452.723 199.124
9 224 458.48 197.351
8 252 585.327 183.748
9 252 599.584 180.726
8 259 438.337 190.955
9 259 447.628 187.105
8 276 233.941 239.652
9 276 229.869 239.635
8 280 286.776 222.001
9 280 282.387 219.624
8 286 501.783 128.012
9 286 520.265 116.625
8 290 362.346 164.731
9 290 365.762 158.66
8 316 406.194 157.737
9 316 412.249 151.958
8 319 406.671 78.6124
9 319 420.411 53.0276
8 325 187.778 201.929
9 325 177.419 198.946
8 340 238.947 169.595
9 340 235.405 166.519
8 343 43.99 219.951
9 343 21.5513 218.322
8 353 201.132 147.998
9 353 188.799 138.452
8 357 122.559 235.799
9 357 114.157 235.621
8 373 482.921 237.332
9 373 491.046 237.199
8 379 60.0443 175.472
9 379 49.116 172.76
8 396 173.298 138.35
9 396 162.983 131.203
8 403 396.192 222.454
9 403 399.862 221.609
8 448 329.409 178.356
9 448 330.845 168.95
8 456 265.852 189.887
9 456 263.413 187.63
8 498 611.484 208.353
9 498 625.639 206.816
8 509 519.656 205.207
9 509 530.544 203.309
8 518 441.552 186.887
9 518 446.641 184.663
8 521 68.0248 185.553
9 521 54.4212 182.613
8 533 358.951 168.721
9 533 361.124 164.746
8 549 75.2316 236.096
9 549 64.7557 235.929
8 571 497.116 143.676
9 571 507.574 137.989
8 581 45.5846 239.266
9 581 19.0582 239.195
8 588 338.971 229.127
9 588 340.272 228.381
8 629 490.891 140.11
9 629 506.26 131.127
8 630 186.141 222.615
9 630 180.46 221.877
8 646 350.965 221.415
9 646 352.866 220.273
8 668 201.639 178.608
9 668 196.267 175.821
8 681 380.832 191.656
9 681 385.545 187.911
8 697 452.901 186.585
9 697 462.764 182.621
8 709 474.248 196.107
9 709 489.077 191.887
8 717 30.4486 156.707
9 717 9.44859 150.666
8 768 370.042 202.271
9 768 372.37 200.516
8 771 362.404 220.86
9 771 365.414 219.501
8 778 275.387 226.588
9 778 273.507 226.022
8 804 145.853 194.265
9 804 131.142 190.401
8 809 251.246 186.923
9 809 248.273 184.628
8 817 205.094 202.531
9 817 199.893 200.835
8 831 27.3317 235.853
9 831 14.8942 235.676
8 837 233.952 112.515
9 837 227.337 102.715
8 846 144.616 229.987
9 846 132.522 229.296
8 860 463.88 236.526
9 860 469.883 236.381
8 866 182.423 176.606
9 866 175.445 173.391
8 867 284.559 165.743
9 867 277.669 151.308
8 882 489.704 156.647
9 882 511.543 145.92
8 885 524.178 105.252
9 885 542.238 93.3333
8 886 175.624 144.621
9 886 162.907 136.221
8 892 327.757 153.981
9 892 328.174 149.355
8 898 262.989 233.286
9 898 259.659 232.893
8 904 537.329 194.552
9 904 546.418 192.651
8 911 158.747 189.953
9 911 150.358 187.349
8 920 167.067 202.669
9 920 157.607 200.36
8 926 206.152 226.367
9 926 200.365 225.674
8 928 210.515 168.839
9 928 199.089 161.413
8 935 550.789 226.394
9 935 564.78 225.569
8 939 236.397 197.609
9 939 230.297 194.516
8 951 188.079 216.149
9 951 182.428 215.128
8 963 284.589 149.715
9 963 279.644 137.108
8 971 362.168 153.928
9 971 368.6 140.799
9 0 399.221 197.531
10 0 402.666 195.684
9 3 291.871 183.224
10 3 290.126 179.701
9 42 287.555 121.09
10 42 283.978 107.979
9 45 499.6 232.07
10 45 511.055 231.564
9 49 191.696 154.036
10 49 184.761 149.39
9 54 558.871 166.856
10 54 575.663 161.714
9 57 547.041 54.8943
10 57 612.06 1.88473
9 59 525.716 203.071
10 59 541.974 200.152
9 64 243.667 140.817
10 64 230.531 123.749
9 71 88.8072 160.221
10 71 77.4058 156.287
9 75 190.02 207.606
10 75 183.469 205.974
9 82 167.002 163.984
10 82 159.074 160.045
9 84 541.274 129.869
10 84 561.1 120.001
9 91 515.251 227.775
10 91 523.599 227.252
9 115 248.034 146.287
10 115 242.991 139.721
9 120 196.635 164.42
10 120 188.385 159.366
9 140 108.023 170.802
10 140 94.0727 166.248
9 170 115.845 235.833
10 170 101.243 235.535
9 174 471.06 185.885
10 174 479.942 182.703
9 179 241.23 130.96
10 179 221.8 104.064
9 194 493.213 166.548
10 194 500.907 163.286
9 196 491.1 196.698
10 196 498.305 194.875
9 206 413.149 139.216
10 206 418.78 133.123
9 217 412.87 169.361
10 217 416.957 166.252
9 224 458.48 197.351
10 224 464.759 195.417
9 244 197.083 202.452
10 244 191.81 200.841
9 252 599.584 180.726
10 252 615.46 177.36
9 259 447.628 187.105
10 259 458.502 182.598
9 276 229.869 239.635
10 276 225.393 239.617
9 280 282.387 219.624
10 280 276.661 216.522
9 286 520.265 116.625
10 286 542.931 102.662
9 290 365.762 158.66
10 290 369.776 151.524
9 316 412.249 151.958
10 316 419.22 145.306
9 319 420.411 53.0276
10 319 439.328 17.8028
9 325 177.419 198.946
10 325 165.299 195.456
9 340 235.405 166.519
10 340 231.54 163.161
9 353 188.799 138.452
10 353 173.61 126.697
9 357 114.157 235.621
10 357 105.007 235.426
9 373 491.046 237.199
10 373 500.023 237.052
9 379 49.116 172.76
10 379 37.2287 169.809
9 390 197.762 233.495
10 390 192.574 233.219
9 396 162.983 131.203
10 396 151.108 122.975
9 403 399.862 221.609
10 403 403.904 220.679
9 448 330.845 168.95
10 448 332.797 156.158
9 456 263.413 187.63
10 456 260.745 185.16
9 509 530.544 203.309
10 509 542.689 201.193
9 512 271.79 175.651
10 512 269.71 172.875
9 518 446.641 184.663
10 518 452.176 182.245
9 521 54.4212 182.613
10 521 39.2649 179.338
9 533 361.124 164.746
10 533 363.553 160.3
9 548 585.34 186.207
10 548 596.65 183.914
9 549 64.7557 235.929
10 549 53.343 235.747
9 571 507.574 137.989
10 571 519.344 131.588
9 586 84.3858 202.099
10 586 74.1929 200.46
9 588 340.272 228.381
10 588 341.764 227.526
9 629 506.26 131.127
10 629 524.666 120.368
9 630 180.46 221.877
10 630 174.277 221.074
9 646 352.866 220.273
10 646 355.017 218.982
9 668 196.267 175.821
10 668 190.383 172.769
9 681 385.545 187.911
10 681 391.05 183.536
9 697 462.764 182.621
10 697 474.209 178.021
9 709 489.077 191.887
10 709 507.061 186.77
9 764 526.897 207.484
10 764 535.549 206.125
9 768 372.37 200.516
10 768 374.924 198.59
9 771 365.414 219.501
10 771 368.883 217.935
9 778 273.507 226.022
10 778 271.462 225.408
9 803 156.006 194.698
10 803 149.12 192.796
9 804 131.142 190.401
10 804 113.715 185.824
9 809 248.273 184.628
10 809 245.03 182.125
9 817 199.893 200.835
10 817 194.198 198.978
9 831 14.8942 235.676
10 831 1.35264 235.485
9 837 227.337 102.715
10 837 219.621 91.284
9 846 132.522 229.296
10 846 118.636 228.504
9 860 469.883 236.381
10 860 476.408 236.224
9 866 175.445 173.391
10 866 167.722 169.832
9 867 277.669 151.308
10 867 267.454 129.906
9 882 511.543 145.92
10 882 539.834 132.024
9 885 542.238 93.3333
10 885 563.802 79.1021
9 886 162.907 136.221
10 886 147.734 126.197
9 892 328.174 149.355
10 892 328.639 144.203
9 898 259.659 232.893
10 898 255.915 232.452
9 904 546.418 192.651
10 904 556.301 190.585
9 911 150.358 187.349
10 911 141.049 184.46
9 920 157.607 200.36
10 920 146.9 197.746
9 926 200.365 225.674
10 926 193.959 224.907
9 928 199.089 161.413
10 928 185.002 152.256
9 935 564.78 225.569
10 935 580.576 224.638
9 939 230.297 194.516
10 939 223.236 190.936
9 951 182.428 215.128
10 951 176.272 214.014
9 963 279.644 137.108
10 963 273.095 120.408
9 971 368.6 140.799
10 971 377.348 122.943
9 994 430.025 178.077
10 994 434.636 175.482
10 0 402.666 195.684
11 0 406.443 193.659
10 3 290.126 179.701
11 3 288.139 175.69
10 42 283.978 107.979
11 42 279.489 91.5285
10 45 511.055 231.564
11 45 524.138 230.987
10 49 184.761 149.39
11 49 176.994 144.186
10 54 575.663 161.714
11 54 595.095 155.764
10 59 541.974 200.152
11 59 561.125 196.715
10 64 230.531 123.749
11 64 211.824 99.4426
10 71 77.4058 156.287
11 71 64.7568 151.922
10 75 183.469 205.974
11 75 176.184 204.158
10 79 184.69 197.701
11 79 178.867 195.881
10 82 159.074 160.045
11 82 150.236 155.653
10 84 561.1 120.001
11 84 584.957 108.127
10 91 523.599 227.252
11 91 532.739 226.68
10 115 242.991 139.721
11 115 237.158 132.125
10 120 188.385 159.366
11 120 178.905 153.558
10 140 94.0727 166.248
11 140 78.0736 161.025
10 170 101.243 235.535
11 170 84.3019 235.189
10 174 479.942 182.703
11 174 489.987 179.104
10 179 221.8 104.064
11 179 189.439 59.2663
10 185 339.793 172.289
11 185 340.649 169.361
10 194 500.907 163.286
11 194 509.359 159.701
10 196 498.305 194.875
11 196 506.183 192.881
10 206 418.78 133.123
11 206 425.169 126.211
